feature_source,feature_table,feature_name,original_column,feature_kind,n_nonnull,dtype
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32.csv,nll_features,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed17_dn32__5c42ff6679__nll_hist,nll_hist,nll_or_predictability,46,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32.csv,nll_features,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed18_dn32__cf114d3b79__nll_hist,nll_hist,nll_or_predictability,46,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed19_dn32.csv,nll_features,vscore_distilgpt2_gutenberg_accessible_v0_wordctrl_seed19_dn32__aa88de31d5__nll_hist,nll_hist,nll_or_predictability,46,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32.csv,nll_features,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed17_dn32__33dacef4f2__nll_hist,nll_hist,nll_or_predictability,46,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32.csv,nll_features,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed18_dn32__145c3c6e2d__nll_hist,nll_hist,nll_or_predictability,46,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed19_dn32.csv,nll_features,vscore_distilgpt2_gutenberg_formal_v0_matchedctrl_seed19_dn32__eaaa422c4b__nll_hist,nll_hist,nll_or_predictability,46,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_gutenberg_formal_v0_wordctrl_seed17_dn32.csv,nll_features,vscore_distilgpt2_gutenberg_formal_v0_wordctrl_seed17_dn32__956d8dff5a__nll_hist,nll_hist,nll_or_predictability,46,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_gutenberg_formal_v0_wordctrl_seed18_dn32.csv,nll_features,vscore_distilgpt2_gutenberg_formal_v0_wordctrl_seed18_dn32__fdd4b2aeae__nll_hist,nll_hist,nll_or_predictability,46,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_gutenberg_formal_v0_wordctrl_seed19_dn32.csv,nll_features,vscore_distilgpt2_gutenberg_formal_v0_wordctrl_seed19_dn32__3d3a1f8dd8__nll_hist,nll_hist,nll_or_predictability,46,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed17_dn8__45d484b6b1__high_base_nll,high_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed17_dn8__45d484b6b1__low_base_nll,low_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed17_dn8__45d484b6b1__high_raw_nll,high_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed17_dn8__45d484b6b1__low_raw_nll,low_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed17_dn8__45d484b6b1__high_ctrl_nll,high_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed17_dn8__45d484b6b1__low_ctrl_nll,low_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed18_dn8__5b1e3c3980__high_base_nll,high_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed18_dn8__5b1e3c3980__low_base_nll,low_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed18_dn8__5b1e3c3980__high_raw_nll,high_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed18_dn8__5b1e3c3980__low_raw_nll,low_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed18_dn8__5b1e3c3980__high_ctrl_nll,high_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed18_dn8__5b1e3c3980__low_ctrl_nll,low_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed19_dn8__36c5bcc3c0__high_base_nll,high_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed19_dn8__36c5bcc3c0__low_base_nll,low_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed19_dn8__36c5bcc3c0__high_raw_nll,high_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed19_dn8__36c5bcc3c0__low_raw_nll,low_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed19_dn8__36c5bcc3c0__high_ctrl_nll,high_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed101_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed101_seed19_dn8__36c5bcc3c0__low_ctrl_nll,low_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed17_dn8__11dd3b74be__high_base_nll,high_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed17_dn8__11dd3b74be__low_base_nll,low_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed17_dn8__11dd3b74be__high_raw_nll,high_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed17_dn8__11dd3b74be__low_raw_nll,low_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed17_dn8__11dd3b74be__high_ctrl_nll,high_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed17_dn8__11dd3b74be__low_ctrl_nll,low_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed18_dn8__49d0b11dd6__high_base_nll,high_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed18_dn8__49d0b11dd6__low_base_nll,low_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed18_dn8__49d0b11dd6__high_raw_nll,high_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed18_dn8__49d0b11dd6__low_raw_nll,low_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed18_dn8__49d0b11dd6__high_ctrl_nll,high_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed18_dn8__49d0b11dd6__low_ctrl_nll,low_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed19_dn8__c654407fc4__high_base_nll,high_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed19_dn8__c654407fc4__low_base_nll,low_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed19_dn8__c654407fc4__high_raw_nll,high_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed19_dn8__c654407fc4__low_raw_nll,low_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed19_dn8__c654407fc4__high_ctrl_nll,high_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed123_seed19_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed123_seed19_dn8__c654407fc4__low_ctrl_nll,low_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed17_dn8__9c9bb16a51__high_base_nll,high_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed17_dn8__9c9bb16a51__low_base_nll,low_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed17_dn8__9c9bb16a51__high_raw_nll,high_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed17_dn8__9c9bb16a51__low_raw_nll,low_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed17_dn8__9c9bb16a51__high_ctrl_nll,high_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed17_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed17_dn8__9c9bb16a51__low_ctrl_nll,low_ctrl_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed18_dn8__057fb6f487__high_base_nll,high_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed18_dn8__057fb6f487__low_base_nll,low_base_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed18_dn8__057fb6f487__high_raw_nll,high_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed18_dn8__057fb6f487__low_raw_nll,low_raw_nll,nll_or_predictability,36,float64
/home/eduardo/Projects/poemforge-paper/results/scores/phase_a_eval_scores/vscore_distilgpt2_kfold_surface_poolAesthetic_Appeal_evalAesthetic_Appeal_foldseed202_seed18_dn8.csv,nll_features,vscore_distilgpt2_kfold_surface_poolaesthetic_appeal_evalaesthetic_appeal_foldseed202_seed18_dn8__057fb6f487__high_ctrl_nll,high_ctrl_nll,nll_or_predictability,36,float64
