sample_id,source,gid,text,eval_5gram_overlap,text_hash,word_len,char_len,n_lines,avg_word_len,archaic_rate,punctuation_rate,avg_line_words,accessible_score,formal_score
d_gutenberg_formal_0011,gutenberg_poetry_formal_v0,5186,"Here thou shalt be praised forever
By the kindred of thy husband;
Thou shalt never suffer sorrow,
Never give thy heart to grieving;
In the swamps thou wert not nurtured,
Wert not fed beside the brooklets;
Thou wert born 'neath stars auspicious,
Nurtured from the richest garners,
Thou wert taken to the brewing",0.0,aa43295667703d6f,53,310,9,4.735849056603773,0.24528301886792453,0.02258064516129032,5.888888888888889,-5.385853114221951,5.385853114221951
d_gutenberg_formal_0012,gutenberg_poetry_formal_v0,23972,"France fought furiously, forsaking foolish fear,
Great German garrisons grappled Gallic guard,
Hohenzollern Hussars hammered, heavy, hard.
Infantry, Imperial, Indian, Irish, intermingling,
Jackets jaunty, joking, jesting, jostling, jingling.
Kinetic, Kruppised Kaiser, kingdom's killing knight,
Laid Louvain lamenting, London lacking light,
Mobilising millions, marvellous mobility,
Numberless nonentities, numerous nobility.
Oligarchies olden opposed olive offering,",0.0,d9a27121751ae6d5,53,467,10,7.339622641509434,0.0,0.055674518201284794,5.3,-5.330084885459174,5.330084885459174
d_gutenberg_formal_0013,gutenberg_poetry_formal_v0,1304,"And the ploughshare drawn thorough,
The germ and the sod,
Hast thou known how I fashion'd thee,
Child, underground?
Fire that impassion'd thee,
Iron that bound,
Canst thou say in thine heart
Thou hast seen with thine eyes",0.0,463db12d39e2c704,38,221,8,4.657894736842105,0.23684210526315788,0.03167420814479638,4.75,-5.31611157418433,5.31611157418433
d_gutenberg_formal_0014,gutenberg_poetry_formal_v0,25953,"Deeper now must thou incline thee;
Fitting language must thou utter.
""Other habits wait thy learning,
And the old must be forgotten.
Brother's love thou leav'st behind thee;
Learn to love thy husband's brother;
Deeper now must thou incline thee;
Fitting language must thou utter.
""Other habits wait thy learning,
And the old must be forgotten.
Sister's love thou leav'st behind thee,
Learn to love thy husband's sister.",0.0,64ade798f7d78bfe,68,419,12,4.970588235294118,0.20588235294117646,0.028639618138424822,5.666666666666667,-5.253749824512145,5.253749824512145
d_gutenberg_formal_0015,gutenberg_poetry_formal_v0,27494,"Thee in thy future,
long upon the mind of man,
(To thy immortal breasts, Mother of All, thy every daughter, son,
(Thy soaring course thee formulating, not in thy two great wars,
nor in thy century's visible growth,
Thee in thy ultimata (the preparations only now completed, the
edifice on sure foundations tied),
Thee in thy pinnacles, intellect, thought, thy topmost rational
joys, thy love and godlike aspiration,
In thy resplendent coming literati, thy full-lung'd orators, thy",0.0,32d8d10f67aa903f,78,480,10,4.884615384615385,0.21794871794871795,0.03958333333333333,7.8,-5.24798717948718,5.24798717948718
d_gutenberg_formal_0016,gutenberg_poetry_formal_v0,1041,"So thou through windows of thine age shalt see,
Despite of wrinkles this thy golden time.
But if thou live, remember'd not to be,
Die single and thine image dies with thee.
Unthrifty loveliness, why dost thou spend
Upon thy self thy beauty's legacy?",0.0,86cdf61c99864dc5,44,249,6,4.5227272727272725,0.25,0.028112449799196786,7.333333333333333,-5.242133990507484,5.242133990507484
d_gutenberg_formal_0017,gutenberg_poetry_formal_v0,5186,"Hast exchanged these crystal waters
For the waters of Wainola;
Hast renounced these sandy sea-shores
For the muddy banks of Kalew;
Northland glens thou hast forsaken
For thy husband's barren meadows;
Thou hast left thy berry-mountains
For the stubble-fields and deserts.
""Thou, O maiden, hast been thinking",0.0,da4fce32bd9a0c7d,50,306,9,5.0,0.2,0.029411764705882353,5.555555555555555,-5.232156862745097,5.232156862745097
d_gutenberg_formal_0018,gutenberg_poetry_formal_v0,24280,"Art thou now forested? O woodland Queen,
What smoothest air thy smoother forehead woos?
Where dost thou listen to the wide halloos
Of thy disparted nymphs? Through what dark tree
Glimmers thy crescent? Wheresoe'er it be,
'Tis in the breath of heaven: thou dost taste",0.0,f0a0db88739624ce,45,266,6,4.777777777777778,0.2222222222222222,0.02631578947368421,7.5,-5.18985380116959,5.18985380116959
d_gutenberg_formal_0019,gutenberg_poetry_formal_v0,31591,"Tranquillize my anxiety               _Christmas Rose._
Transient beauty                      _Night-blooming Cereus._
Transient impressions                 _Withered White Rose._
True Friendship                       _Oak-leaved Geranium._
Unceasing remembrance                 _American Cudweed._
Unchanging friendship                 _Arbor Vitae._
Unconscious beauty                    _Burgundy Rose._
Unexpected meeting                    _Lemon Geranium._
Unfortunate attachment                _Mourning Bride._
Unfortunate love                      _Scabious._
Unpatronized merit                    _Red Primrose._
Warlike trophy                        _Indian Cress._
Warmth of feeling                     _Peppermint._",0.0,59244b7fc7230127,55,728,13,7.163636363636364,0.0,0.020604395604395604,4.230769230769231,-5.1688311688311686,5.1688311688311686
d_gutenberg_formal_0020,gutenberg_poetry_formal_v0,14993,"chicauaztlica ayauicallo tlalloca.
tlaloc. Amapanitl annauhcampa ye moquetzquetl, _q.n._, amapanitl
nauhcampa omoquequetz. Aoyeque naichocaya, _id est_, itlaocuyaya.
ticmochiuilia in motonacayouh. Catlachtoquetl, _q.n._, teuatl
ticmochiuilia auh in aquin timitzpinauia.
topanecauiloz, _id est_, in tepan mochiuaz. Ayoc inomatia ay",0.0,ab998c4d98f45e21,39,330,6,6.846153846153846,0.02564102564102564,0.05757575757575758,6.5,-5.157587412587413,5.157587412587413
d_gutenberg_formal_0021,gutenberg_poetry_formal_v0,5185,"Let their boiling billows stiffen,
Or thine origin I'll sing thee,
Tell thy lineage of evil.
Well I know thine evil nature,
Know thine origin and power,
Whence thou camest, where thou goest,
Know thine ancestry of evil.
Thou wert born upon the aspen,
Wert conceived upon the willows,",0.0,f5c1e4b64dee32e8,49,283,9,4.591836734693878,0.22448979591836735,0.0353356890459364,5.444444444444445,-5.157542126391192,5.157542126391192
d_gutenberg_formal_0022,gutenberg_poetry_formal_v0,25953,"Like a dog hast soiled thy honour,
For thy kinsman thou hast wounded,
Raised thy mouth against thy kinsman.
""Who hast led thee to this outrage,
To this wickedness incited?
Perhaps thy father or thy mother,
Or the eldest of thy brothers,
Or the youngest of thy sisters,
Or some other near relation?
""Not thy father, not thy mother,
Nor the eldest of thy brothers,",0.0,61e7b3bfb8a9b318,65,362,11,4.369230769230769,0.24615384615384617,0.03314917127071823,5.909090909090909,-5.1567179229610165,5.1567179229610165
d_gutenberg_formal_0023,gutenberg_poetry_formal_v0,5186,"""Therefore have I not bewitched thee:
Thou art old, and blind, and wretched
Feeble-minded thou, and harmless,
Loathsome now without my magic.
Thou didst, in thy better life-time,
When a shepherd filled with malice,
Ruin all thy mother's berries,
Make thy sister, too unworthy,
Ruin all thy brother's cattle,
Drive to death thy father's stallions,
Through the marshes, o'er the meadows,
Through the lowlands, o'er the mountains,
Heeding not thy mother's counsel.""",0.0,009bb52683b0d8ab,74,462,13,4.972972972972973,0.1891891891891892,0.045454545454545456,5.6923076923076925,-5.154734454734454,5.154734454734454
d_gutenberg_formal_0024,gutenberg_poetry_formal_v0,5184,"Then his mother, quickly guessing,
Would have chided him for rashness,
But the father interrupted:
""Wherefore dost thou break thy snow-sledge,
Wherefore dash thy thills in fragments,
Wherefore comest home so strangely,
Why this rude and wild behavior?""
Now alas! poor Youkahainen,",0.0,8e89243fb47d5844,43,280,8,5.255813953488372,0.16279069767441862,0.039285714285714285,5.375,-5.1387167774086375,5.1387167774086375
d_gutenberg_formal_0025,gutenberg_poetry_formal_v0,38549,"Oft haue these armes Thy cradle envied,
Beguil'd Thy bed.
Oft to Thy easy eares hath this shrill tongue
Trembled, and sung.
Oft haue I wrapt Thy slumbers in soft aires,
And stroak't Thy cares.
Oft hath this hand those silken casements kept,
While their sunnes slept.
Oft haue my hungry kisses made Thine eyes",0.0,5c9f3edab1861d66,55,308,9,4.472727272727273,0.23636363636363636,0.025974025974025976,6.111111111111111,-5.1304329004329,5.1304329004329
d_gutenberg_formal_0026,gutenberg_poetry_formal_v0,6619,"And seeking after Thee!
Or wast Thou in the hunger?
Wast Thou in the pest?
Wast Thou in the sword of the heathen?
Saltest Thou with the salt of wrath?
Refinest Thou with suffering's fire?",0.0,633218fc1932c732,35,187,6,4.2,0.2571428571428571,0.03208556149732621,5.833333333333333,-5.1263139801375095,5.1263139801375095
d_gutenberg_formal_0027,gutenberg_poetry_formal_v0,5184,"Feel thy second father's censure,
And his wife's inhuman treatment,
Hear the cold words or thy brother,
Quail before thy haughty sister.
""Listen, bride, to what I tell thee:
Wert thy father's pride and pleasure,
'Moonlight,' did thy father call thee,
And thy mother called thee 'Sunshine,'
'Sea-foam' did thy brother call thee,
And thy sister called thee 'Flower.'
When thou leavest home and kindred",0.0,b790891491848514,69,399,11,4.63768115942029,0.21739130434782608,0.03508771929824561,6.2727272727272725,-5.107500866791485,5.107500866791485
d_gutenberg_formal_0028,gutenberg_poetry_formal_v0,5186,"Let thy heart rejoice in secret,
That thou hast the Bride of Beauty,
""Brilliant near thee stands the maiden,
At thy shoulder thy companion,
Happy under thy protection,
Beautiful as golden moonlight,
Beautiful upon thy bosom,
Strong to do thy kindly bidding,
Labor with thee as thou wishest,
Rake the hay upon thy meadows,
Keep thy home in full perfection,
Spin for thee the finest linen,
Weave for thee the richest fabrics,",0.0,ba5e5dbc99038ee8,72,423,13,4.694444444444445,0.20833333333333334,0.030732860520094562,5.538461538461538,-5.088089652664121,5.088089652664121
d_gutenberg_formal_0029,gutenberg_poetry_formal_v0,24662,"Tellest thou at evening,
Bed-time draweth nigh!
Bell! thou soundest mournfully;
Tellest thou the bitter
Parting hath gone by!
Say! how canst thou mourn?
How canst thou rejoice?
Thou art but metal dull!
And yet all our sorrowings,
And all our rejoicings,
Thou dost feed them all!
God hath wonders many,",0.0,fbcad199c6b26449,52,301,12,4.5576923076923075,0.21153846153846154,0.046511627906976744,4.333333333333333,-5.085715563506262,5.085715563506262
d_gutenberg_formal_0030,gutenberg_poetry_formal_v0,5184,"Why hast spared this wretched shepherd?""
This is Lemminkainen's answer:
""Therefore have I not bewitched thee:
Thou art old, and blind, and wretched
Feeble-minded thou, and harmless,
Loathsome now without my magic.
Thou didst, in thy better life-time,
When a shepherd filled with malice,
Ruin all thy mother's berries,
Make thy sister, too unworthy,
Ruin all thy brother's cattle,
Drive to death thy father's stallions,
Through the marshes, o'er the meadows,",0.0,469d255758c4a387,73,457,13,5.0,0.1780821917808219,0.0437636761487965,5.615384615384615,-5.08372334808263,5.08372334808263
d_gutenberg_formal_0031,gutenberg_poetry_formal_v0,31726,"Ah, how fair thou art when frankly
Thou reveal'st thy soul's dimensions,
And thy speech is overflowing
With the noblest of intentions.
When thou tell'st me how thy feelings
Always have been truest, highest,
To the pride within thy bosom
Thou no sacrifice denyest.
Not for millions, thou averrest,
Man could thy pure honor buy,
Ere thou sell thyself for money
Ah, thou wouldst far liefer die.",0.0,c2736f3b61f5edbd,67,391,12,4.686567164179104,0.208955223880597,0.028132992327365727,5.583333333333333,-5.08100479062488,5.08100479062488
d_gutenberg_formal_0032,gutenberg_poetry_formal_v0,1304,"Smiles as of the morning steal
O'er thy cheek, and o'er thy breast
Where thy little heart doth rest.
O the cunning wiles that creep
In thy little heart asleep!
When thy little heart doth wake,",0.0,8018f5c5c3003ad3,36,192,6,4.25,0.25,0.020833333333333332,6.0,-5.076666666666666,5.076666666666666
d_gutenberg_formal_0033,gutenberg_poetry_formal_v0,5184,"Praise her virtues to thy mother,
Let thy heart rejoice in secret,
That thou hast the Bride of Beauty,
""Brilliant near thee stands the maiden,
At thy shoulder thy companion,
Happy under thy protection,
Beautiful as golden moonlight,
Beautiful upon thy bosom,
Strong to do thy kindly bidding,
Labor with thee as thou wishest,
Rake the hay upon thy meadows,
Keep thy home in full perfection,
Spin for thee the finest linen,",0.0,20be4728e81f96b8,72,421,13,4.666666666666667,0.20833333333333334,0.030878859857482184,5.538461538461538,-5.068937206894452,5.068937206894452
d_gutenberg_formal_0034,gutenberg_poetry_formal_v0,28591,"Strength doth feebleness appear;
In his love if thou abide,
He will guide.
Fearest sometimes that thy Father
Hath forgot?
When the clouds around thee gather,
Doubt him not.
Always hath the daylight broken;
Always hath He comfort spoken;
Better hath he been for years
Than thy fears.
Therefore, whatsoe'er betideth,",0.0,281ab502c712495b,51,314,12,4.96078431372549,0.17647058823529413,0.03503184713375796,4.25,-5.066877419757712,5.066877419757712
d_gutenberg_formal_0035,gutenberg_poetry_formal_v0,27441,"Farmer he and landlord thou!
Thou dost innocently joy,
Nor does thy luxury destroy.
The shepherd gladly heareth thee,
More harmonious than he.
Thee, country minds with gladness hear,
Prophet of the ripened year:
Thee Phoebus loves and does inspire;",0.0,9b31ea2979a308c4,40,248,8,5.0,0.175,0.036290322580645164,5.0,-5.06258064516129,5.06258064516129
d_gutenberg_formal_0036,gutenberg_poetry_formal_v0,2620,"Even though unforgiving, never
'Gainst thee shall my heart rebel.
Would that breast were bared before thee
Where thy head so oft hath lain,
While that placid sleep came o'er thee
Which thou ne'er canst know again:
Would that breast, by thee glanced over,
Every inmost thought could show!",0.0,48422e3542c5f732,49,287,8,4.73469387755102,0.20408163265306123,0.024390243902439025,6.125,-5.051969263315082,5.051969263315082
d_gutenberg_formal_0037,gutenberg_poetry_formal_v0,703,"That, killing thee, thou thine dost kill!
Like pies, in whose entombed ark
All fowl crowd downward to a lark,
Thou art thine en'mies' sepulcher,
And in thee buriest, too, thine heir.
Yet Fates a glory have reserv'd
For one so highly hath deserv'd.",0.0,61aa3ccb5c63348c,44,247,7,4.409090909090909,0.22727272727272727,0.04048582995951417,6.285714285714286,-5.036945685893055,5.036945685893055
d_gutenberg_formal_0038,gutenberg_poetry_formal_v0,1365,"When, on Sabbath morning,
Fields deserted lie!
Bell! thou soundest merrily;
Tellest thou at evening,
Bed-time draweth nigh!
Bell! thou soundest mournfully.
Tellest thou the bitter
Parting hath gone by!
Say! how canst thou mourn?
How canst thou rejoice?
Thou art but metal dull!
And yet all our sorrowings,",0.0,f4aa4ed80438a180,50,305,12,4.82,0.18,0.05245901639344262,4.166666666666667,-5.033918032786885,5.033918032786885
d_gutenberg_formal_0039,gutenberg_poetry_formal_v0,5186,"'Wherefore dost thou journey hither,
Comest thou for joy or sorrow,
To thy father's old dominions?
Here unhappiness awaits thee,
Long departed is thy father,
Dead and gone to visit Ukko,
Dead and gone thy faithful mother,",0.0,4a9d3a00a8f66b16,37,221,7,4.8108108108108105,0.1891891891891892,0.03167420814479638,5.285714285714286,-5.025858068799246,5.025858068799246
d_gutenberg_formal_0040,gutenberg_poetry_formal_v0,42058,"Shakespeare's King Lear.
Shakespeare's Macbeth.
Shakespeare's A Midsummer Night's Dream.
Shakespeare's Merchant of Venice.
Shakespeare's Richard II.
Shakespeare's The Tempest.
Shakespeare's Twelfth Night.
Sheridan's The Rivals and The School for Scandal.
Spenser's Faerie Queene, Book I.
Stevenson's Kidnapped.",0.0,a990e9505deda209,38,310,10,6.894736842105263,0.0,0.035483870967741936,3.8,-5.023283531409168,5.023283531409168
d_gutenberg_formal_0041,gutenberg_poetry_formal_v0,5186,"Crawling through thy husband's mansion;
All thy sisters would be famous
For their evil thoughts and conduct.
""Equal honors must be given
To thy husband's friends and kindred;
Lower must thy head be bended,
Than within thy mother's dwelling,
Than within thy father's guest-room,
When thou didst thy kindred honor.",0.0,e56fc111be3397cb,51,312,9,4.980392156862745,0.17647058823529413,0.02564102564102564,5.666666666666667,-5.019321266968326,5.019321266968326
d_gutenberg_formal_0042,gutenberg_poetry_formal_v0,24312,"And stay thy sombre chariot-wheels!
Thy course is bent thro' clouds--on them
Thy path thou takest o'er the sea,
Ten myriad worlds thy diadem,
Oh take me to abide with thee!
Thy sceptre--'tis with points of light
Begemmed; thy retinues advance,",0.0,d48411bbd5205a53,44,243,7,4.363636363636363,0.22727272727272727,0.04526748971193416,6.285714285714286,-5.014690823579712,5.014690823579712
d_gutenberg_formal_0043,gutenberg_poetry_formal_v0,5186,"Empty are the larger vessels.
O thou hostess of Pohyola,
Toothless dame of dismal Northland,
Badly managed is thy wedding,
And thy feast is ill-conducted,
Like the dogs hast thou invited;
Thou hast baked the honey-biscuit,
Wheaten loaves of greatest virtue,
Brewed thy beer from hops and barley,
Sent abroad thine invitations,
Six the hamlets thou hast honored,",0.0,743f34b6e8fed4bf,60,361,11,4.85,0.18333333333333332,0.036011080332409975,5.454545454545454,-5.010052463695122,5.010052463695122
d_gutenberg_formal_0044,gutenberg_poetry_formal_v0,27179,"Does Charon bear thee onward, little daughter?
And having drunken of forgetfulness
Art thou unwitting of my sore distress?
Or, casting off thy human, maiden veil,
Art thou enfeathered in some nightingale?
Or in grim Purgatory must thou stay
Until some tiniest stain be washed away?
Or hast returned again to where thou wert
Ere thou wast born to bring me heavy hurt?",0.0,87059c1fd05fff51,63,366,9,4.682539682539683,0.20634920634920634,0.02459016393442623,7.0,-5.007751756440282,5.007751756440282
d_gutenberg_formal_0045,gutenberg_poetry_formal_v0,37867,"Yet shalt thou not their nature quite deface,
Their ruines must renewed be by grace.
If that thou canst unfainedly repent,
With hatred therunto thy sins confesse,
And not because thou fearest punishment
But that therby thou didst Gods Laws transgress
Resolving henceforth to be circumspect,
Desiring God to frame thy wayes direct.
Each member of thy body thou dost guide,",0.0,6b41ce7210b8167a,61,371,9,4.983606557377049,0.18032786885245902,0.018867924528301886,6.777777777777778,-5.005550056706878,5.005550056706878
d_gutenberg_formal_0046,gutenberg_poetry_formal_v0,6795,"With spirits blest thy knowledge thou dost share,
But thou, O man, alone hast art!
Only through beauty's morning gate
Didst thou the land of knowledge find.
To merit a more glorious fate,
In graces trains itself the mind.
What thrilled thee through with trembling blessed,",0.0,09d5e1889d1ea24a,46,272,7,4.760869565217392,0.1956521739130435,0.029411764705882353,6.571428571428571,-4.999506759225429,4.999506759225429
d_gutenberg_formal_0047,gutenberg_poetry_formal_v0,6797,"Therefore thou, like other folk,
Hast thy head filled full of smoke,
Therefore thou, too, art perplexed,
And thy stomach's sorely vexed,
For 'tis turned completely over;
Therefore thou art not in clover.
Twirl the carle so troublesome!
Seest thou how our tongues and wits
Thou hast shivered into bits--
Seest thou this, licentious wight?
How we're fastened to a string,
Whirled around in giddy ring,
Making all like night appear,",0.0,b1feebad1aeb80ab,71,429,13,4.816901408450704,0.18309859154929578,0.039627039627039624,5.461538461538462,-4.992027643717784,4.992027643717784
d_gutenberg_formal_0048,gutenberg_poetry_formal_v0,2621,"Prithee, haunt my fireside still,
Voice of summer, keen and shrill.
I love to hear thine earnest voice,
Wherever thou art hid,
Thou testy little dogmatist,
Thou pretty Katydid!
Thou mindest me of gentlefolks,--
Old gentlefolks are they,--
Thou say'st an undisputed thing",0.0,eac1564b38b6a932,43,270,9,4.976744186046512,0.16279069767441862,0.05185185185185185,4.777777777777778,-4.986416881998277,4.986416881998277
d_gutenberg_formal_0049,gutenberg_poetry_formal_v0,36954,"Sad and ungainly thine air,
Hollow the words thou dost speak,
Bony and grasping thy hand,
Dreary thy days in the land.
Poverty, why wast thou born
Under the world's quiet scorn?
Poverty, thou hast been seen
Clad in a comelier mien.
Oft, to the clear-seeing eyes,
Thou art a saint in disguise.
Discipline rich thou hast brought,
Lessons of labor and thought.",0.0,3f833f60f0dee17f,64,357,12,4.390625,0.21875,0.0392156862745098,5.333333333333333,-4.981868872549019,4.981868872549019
d_gutenberg_formal_0050,gutenberg_poetry_formal_v0,25953,"Drive the mob away with whipping,
Beat thou other people only,
Do thou not oppress thy darling,
Nor chastise thy heart's beloved,
Whom for three long years thou waitedst,
She whom thou alone hast longed for.
""Bridegroom, give thy bride instruction,
And do thou instruct thy apple,
In the bed do thou instruct her,",0.0,9a51c3c31930d812,54,313,9,4.611111111111111,0.2037037037037037,0.03194888178913738,6.0,-4.9813051709856815,4.9813051709856815
d_gutenberg_formal_0051,gutenberg_poetry_formal_v0,5185,"For our necks the silken ribbons.""
To the bride speaks gracious Lakko:
""Goodly wife, thou Maid of Beauty,
Highly wert thou praised as daughter,
In thy father's distant country;
Here thou shalt be praised forever
By the kindred of thy husband;
Thou shalt never suffer sorrow,
Never give thy heart to grieving;",0.0,c4ad85157f515d95,52,308,9,4.730769230769231,0.19230769230769232,0.02922077922077922,5.777777777777778,-4.975108225108224,4.975108225108224
d_gutenberg_formal_0052,gutenberg_poetry_formal_v0,40124,"Oft our oppressors overawed old Ocean;
Presumptuous princes pristine patriots paled,
Queen's quarrel questing quotas, quondam quailed.
Rebellion roused, revolting ramparts rose.
Stout spirits, smiting servile soldiers, strove.
These thrilling themes, to thousands truly told,
Usurpers' unjust usages unfold.",0.0,6b287629965df18d,39,307,7,6.589743589743589,0.02564102564102564,0.03908794788273615,5.571428571428571,-4.968981756571333,4.968981756571333
d_gutenberg_formal_0053,gutenberg_poetry_formal_v0,5185,"Greetings send to all thy people.
When thy greetings thou hast ended,
Then relate what has befallen
To our hero in his absence.
Hast thou gone without adventure
To the dark fields of Pohyola,
Didst thou scale the hostile ramparts,",0.0,fda12ba056a444fe,40,230,7,4.65,0.2,0.021739130434782608,5.714285714285714,-4.967049689440994,4.967049689440994
d_gutenberg_formal_0054,gutenberg_poetry_formal_v0,5186,"""Listen, bride, to what I tell thee:
Wert thy father's pride and pleasure,
'Moonlight,' did thy father call thee,
And thy mother called thee 'Sunshine,'
'Sea-foam' did thy brother call thee,
And thy sister called thee 'Flower.'
When thou leavest home and kindred
Goest to a second mother,
Often she will give thee censure,
Never treat thee as her daughter,",0.0,70a1c1fa98ef351f,64,356,10,4.421875,0.21875,0.03651685393258427,6.4,-4.966346207865169,4.966346207865169
d_gutenberg_formal_0055,gutenberg_poetry_formal_v0,22229,"Storm-clouds soaring,
Whirlwinds roaring
O'er thy breast in madness play.
Homeless petrels shriek their omen
Harshly 'mid thy billows' roar;
Fleshless bones of shipwreck'd seamen
Dash against thy rock-ribb'd shore.
War's commotion,
Like thyself, when tempest driven,",0.0,1ea4df4175dc2631,39,266,9,5.666666666666667,0.10256410256410256,0.03383458646616541,4.333333333333333,-4.9648486601118185,4.9648486601118185
d_gutenberg_formal_0056,gutenberg_poetry_formal_v0,5184,"Listen well to what I tell thee
Of thy beauteous life-companion
Bridegroom, praise thy fate hereafter,
Praise forever thy good fortune;
If thou praisest, praise sincerely,
Good the maiden thou hast wedded,
Good the bride that Ukko gives thee,
Graciously has God bestowed her.
Sound her praises to thy father,",0.0,6b0ec8bd02ad7463,51,308,9,4.882352941176471,0.17647058823529413,0.032467532467532464,5.666666666666667,-4.964346829640948,4.964346829640948
