sample_id,source,gid,text,eval_5gram_overlap,text_hash,word_len,char_len,n_lines,avg_word_len,archaic_rate,punctuation_rate,avg_line_words,accessible_score,formal_score
d_gutenberg_accessible_0017,gutenberg_poetry_accessible_v0,30282,"Þat schal schewe he{m} so schene schrowde of þe best?
Hit arn þy werkeȝ wyt{er}ly, þ{a}t þ{o}u wroȝt haueȝ,
& lyued w{i}t{h} þe lyky{n}g þ{a}t lyȝe in þy{n} hert,
Þat þo be frely & fresch fonde i{n} þy lyue,
& fetyse of a fayr forme, to fote & to honde,
& syþe{n} alle þy{n} oþ{er} lymeȝ lapped ful clene,
Þe{n}ne may þ{o}u se þy sauior & his sete ryche.",0.0,e68950097f6fb002,85,354,7,2.5764705882352943,0.0,0.025423728813559324,12.142857142857142,-1.9786625836775389,1.9786625836775389
d_gutenberg_accessible_0018,gutenberg_poetry_accessible_v0,30282,"& þ{o}u dotȝ hem v{us} to cou{n}terfete.
Þe{n}ne sayde þe lorde to on of þo,
“Frende no wrang I wyl þe ȝete,
Take þat is þyn owne & go;
& I hyred þe for a peny a grete,
Quy bygy{n}neȝ þ{o}u now to þrete;
Watȝ not a pené þy couenau{n}t þore?
Fyrre þe{n} couenau{n}de is noȝt to plete,
Wy schalte þou þe{n}ne ask more?
The maiden applies the parable to herself.]
More weþ{er} louyly is me my gyfte
To do wyth myn quat so me lykeȝ?
Oþ{er} elleȝ þyn yȝe to lyþ{er} is lyfte,
For I am goude & no{n} by-swykeȝ.”",0.0,17d3a7dc5f0389a5,120,505,14,2.725,0.0,0.027722772277227723,8.571428571428571,-1.9800884016973126,1.9800884016973126
d_gutenberg_accessible_0019,gutenberg_poetry_accessible_v0,33768,"Hum{u}s humu{m} porrigit, sic & operatur,
S{upe}r humu{m} p{er}agit, humo q{uod} portatur.
Humo sic i{n}ciperis, ac humo meabis;
Q{uo}d humo q{ue}sieris, humo totu{m} dabis.
Erþ askeþ carayne of ki{n}g a{nd} of kni[gh]t;
Whan erþ is i{n} erþ, so low[gh] he be li[gh]t.
Whan þi ri[gh]t a{nd} þi wow[gh] wendiþ þe bi-for,
Be þou þre ni[gh]t i{n} a þrou[gh], þi f{r}endschip is i-lor.
Terra ui{m}q{ue} b{r}auivm t{er}ra collucratur;",0.0,9ccbfef8acdebd35,110,429,9,2.536363636363636,0.0,0.039627039627039624,12.222222222222221,-1.9813752913752911,1.9813752913752911
d_gutenberg_accessible_0020,gutenberg_poetry_accessible_v0,30282,"Þen sayde to me þat worþy wyȝte,
“For al is trawþe þat he con dresse,
& he may do no þynk bot ryȝt,
As mathew meleȝ i{n} yo{ur} messe,
I{n} sothfol gospel of god al-myȝt
I{n} sample he can ful grayþely gesse,
& lykneȝ hit to heuen lyȝte.”",0.0,22db443e740183e9,58,238,7,2.7413793103448274,0.0,0.029411764705882353,8.285714285714286,-1.9863604752245725,1.9863604752245725
d_gutenberg_accessible_0021,gutenberg_poetry_accessible_v0,41810,"Mas cuando dentro miré,
Mis ojos en él no hallaron
Ni un sér de los que me amaron,
Ni un sér de los que yo amé.
Si no hallo aquí una ilusión,
Y allí sólo hallo el vacío,",0.0,ca448f9aeb8304cb,43,169,6,2.7209302325581395,0.0,0.029585798816568046,7.166666666666667,-1.9888227604238335,1.9888227604238335
d_gutenberg_accessible_0022,gutenberg_poetry_accessible_v0,30282,"Þe lambes vyueȝ i{n} blysse we bene,
A hondred & forty þowsande flot
As i{n} þe apocalyppeȝ hit is sene;
Sant Ioh{a}n hem syȝ al i{n} a knot,
On þe hyl of syon þat semly clot.
Þe apostel hem segh i{n} gostly drem
Arayed to þe weddy{n}g i{n} þ{a}t hyl coppe,
Þe nwe cyte u I{e}r{usa}l{e}m.
He was led as a lamb to the slaughter.]
Of I{e}r{usa}l{e}m I in speche spelle.
If þ{o}u wyl knaw what-kyn he be,
My lombe, my lorde, my dere Iuelle,
My ioy, my blys, my le{m}man fre,
Þe p{ro}fete ysaye of hy{m} con melle,",0.0,b9e9ad46b3b6f8af,127,510,14,2.7007874015748032,0.0,0.03333333333333333,9.071428571428571,-1.9893607049118858,1.9893607049118858
d_gutenberg_accessible_0023,gutenberg_poetry_accessible_v0,30282,"Lo! my lore is i{n} þe loke, lance hit þer-{in}ne.”
Þe{n}ne þe renk radly ros as he myȝt,
& to niniue þat naȝt he neȝed ful euen;
Hit watȝ a ceté ful syde & selly of brede,
On to þrenge þ{er}-þurȝe watȝ þre dayes dede.
Þat on Io{ur}nay ful Ioynt Ionas hy{m} ȝede,
Er eu{er} he warpped any worde to wyȝe þ{a}t he mette,",0.0,5623438f167939c8,78,318,7,2.628205128205128,0.0,0.03459119496855346,11.142857142857142,-2.003211693966411,2.003211693966411
d_gutenberg_accessible_0024,gutenberg_poetry_accessible_v0,30282,"When Ih{esu}c con to hy{m} warde gon
He sayde of hy{m} þys p{ro}fessye,
“Lo godeȝ lombe as trwe as ston,
Þat dotȝ away þe sy{n}neȝ dryȝe!”
Þat alle þys worlde hatȝ wroȝt vpon,
Hy{m} self ne wroȝt neu{er} ȝet non,
Wheþ{er} on hym self he con al clem,
Hys generacyou{n} quo recen con,",0.0,10097f52896d6f48,68,282,8,2.7794117647058822,0.0,0.024822695035460994,8.5,-2.0102336253650392,2.0102336253650392
d_gutenberg_accessible_0025,gutenberg_poetry_accessible_v0,30282,"God allow their labour.]
Bot i{n}-nogh{e} of grace hatȝ i{n}nocent,
As sone as þay arn borne by lyne
I{n} þe water of babtem þay dyssente,
Þ{en} arne þay boroȝt i{n}-to þe vyne,
Anon þe day w{i}t{h} derk endente,
Þe myȝt of deth dotȝ to en-clyne
Þat wroȝt neuer wrang er þe{n}ne þay wente;",0.0,3ae49bfeaa5bd5a0,70,289,8,2.757142857142857,0.0,0.031141868512110725,8.75,-2.0147837370242216,2.0147837370242216
d_gutenberg_accessible_0026,gutenberg_poetry_accessible_v0,24849,"A. PHELPS--Greenfield.
a b c d e f g h i j k l m n o
p q r s t u v w x y z.
a b c d e f g h i j k l m n o
p q r s t u v w x y z.~
The Squirrel leaps from tree to tree.
The Hive doth hold the honey-bee.
The pretty Butterfly is seen,
When little girls trip o'er the green.
The Owl until the evening sleeps.
The Serpent on his belly creeps.",0.0,6b20c4cad4529bd0,93,337,11,2.5053763440860215,0.021505376344086023,0.03857566765578635,8.454545454545455,-2.01659415056084,2.01659415056084
d_gutenberg_accessible_0027,gutenberg_poetry_accessible_v0,33768,"to sore sweete wole or swynk;
Ffor wha{n}ne þat erþe upo{n} erþe is brou[gh]t
Þan schal erþe of þe erþe haue a rewful swynk.
How erþe comeþ i{n}to erþe nakid al way, [fol. 38.]
Whi schulde erþe upon erþe go now so stoute or gay,
Wha{n}ne erþe schal passe out of erþe in so poore aray?
& how þe erþe out of þe erþe schal haue his a[gh]en-risynge,",0.0,57bc4deecb26e483,91,345,7,2.5934065934065935,0.0,0.02608695652173913,13.0,-2.0175585284280935,2.0175585284280935
d_gutenberg_accessible_0028,gutenberg_poetry_accessible_v0,30282,"are unknown.]
That Iuel þe{n}ne in ge{m}myȝ gente,
Vered vp her vyse w{i}t{h} yȝen graye,
Set on hyr corou{n} of perle orie{n}t,
& soberly after þe{n}ne con ho say:
“Si{r} ȝe haf yo{ur} tale myse-tente,
To say yo{ur} perle is al awaye,
Þat is i{n} cofer, so comly clente,
As i{n} þis gardyn gracios gaye,
Here-i{n}ne to lenge for eu{er} & play.
Þer mys nee morny{n}g com neu{er} here,
Her were a forser for þe i{n} faye,",0.0,6e6ef3af30481c02,102,420,12,2.764705882352941,0.0,0.03571428571428571,8.5,-2.0217226890756304,2.0217226890756304
d_gutenberg_accessible_0029,gutenberg_poetry_accessible_v0,30282,"Am not worþy so gret lere.
Where wysteȝ þ{o}u eu{er} any bourne abate
Euer so holy i{n} hys prayere,
Þat he ne forfeted by su{m}kyn gate,
Þe mede su{m}-tyme of heueneȝ clere;
& ay þe ofter, þe alder þay were,
Þay laften ryȝt & wroȝten wogh{e}
Mercy & g{ra}ce moste hem þe{n} stere,
For þe g{ra}ce of god is gret i{n}-noȝe.",0.0,de974c8e45f95739,77,322,9,2.779220779220779,0.0,0.031055900621118012,8.555555555555555,-2.024233013363448,2.024233013363448
d_gutenberg_accessible_0030,gutenberg_poetry_accessible_v0,30282,"Fro alle þo syȝteȝ so quykeȝ & queme.
A longey{n}g heuy me strok i{n} swone,
& rewfully þe{n}ne I con to reme;
So watȝ hit me dere þ{a}t þ{o}u con deme,
If hit be ueray & soth sermou{n},
Þat þ{o}u so stykeȝ i{n} garlande gay,
So wel is me i{n} þys doel dou{n}gou{n},
Þat þ{o}u art to þat prynseȝ paye.”",0.0,2736f69dc01d0c13,73,302,8,2.6164383561643834,0.0136986301369863,0.026490066225165563,9.125,-2.02782602286129,2.02782602286129
d_gutenberg_accessible_0031,gutenberg_poetry_accessible_v0,41810,"*Amphibrachs.*--Of a single foot are these verses of Espronceda:
La lìra
Que hirió
En blàndo
El cònd[e y] | los sùyos | tomàron | la tièrra
Que estàb[a e]n|tre el àgua | [y e]l bòrde | del mùro.
Entràndo tras él | por el àgua decían,
Ni sàle la fúlica | de la marìna.
This and the further fact that synaloepha may occur between the
hemistichs; Mena:
Con mùcha gran gènt[e | e]n la màr anegàdo,
Ya puès, si se dèbe | en èste gran làgo
Guiarse la flota.
Mièntras morían | y mièntras matàban.",0.0,9c1136d63d146097,118,489,14,2.805084745762712,0.0,0.026584867075664622,8.428571428571429,-2.0295861990423703,2.0295861990423703
d_gutenberg_accessible_0032,gutenberg_poetry_accessible_v0,41691,"Oh, I rub en I rub
All day in de tub!
I soap all de pieces in places erbout,
En I scrub till I git all de dinginess out.
I rub en I rub
All day in de tub.
Oh, I rub en I rub",0.0,3c897477a2496b64,45,173,7,2.7333333333333334,0.0,0.03468208092485549,6.428571428571429,-2.0298403523259014,2.0298403523259014
d_gutenberg_accessible_0033,gutenberg_poetry_accessible_v0,30282,"With þat he hitte to a hyrne & helde hy{m} þ{er}-i{n}ne,
Þ{er} no de-foule of no fylþe watȝ fest hy{m} abute;
Þer he sete also sou{n}de, saf for merk one,
As i{n} þe bulk of þe bote, þer he by-fore sleped.
So in a bouel of þat best he bideȝ on lyue,
Þre dayes & þ[r]e nyȝt ay þenkande on dryȝtyn,",0.0,1be97a7fcce0f5b2,73,296,6,2.6164383561643834,0.0,0.037162162162162164,12.166666666666666,-2.0308311736393923,2.0308311736393923
d_gutenberg_accessible_0034,gutenberg_poetry_accessible_v0,30282,"Þe comynes a lof calde þat to þe ky{n}g lo{n}ged,
As to þe prynce pryuyest preued þe þrydde,
Heȝest of alle oþ{er}, saf onelych tweyne,
To boȝ aft{er} baltaȝar i{n} borȝe & i{n} felde.
Þys watȝ cryed & knawen i{n} cort als fast,
& alle þe folk þer-of fayn þat folȝed hy{m} tylle;
Bot how-so danyel watȝ dyȝt, þat day ou{er}-ȝede,
Nyȝt neȝed ryȝt now w{i}t{h} nyes fol mony,
fulfilled.]
For daȝed neu{er} an oþ{er} day þat ilk derk aft{er},",0.0,2bd785f04512f838,106,439,10,2.69811320754717,0.0,0.03416856492027335,10.6,-2.0350163751235653,2.0350163751235653
d_gutenberg_accessible_0035,gutenberg_poetry_accessible_v0,30282,"For sotyle cler moȝt lette no lyȝt;
Þe hyȝe trone þer moȝt ȝe hede
W{i}t{h} alle þe apparaylmente vmbe-pyȝte,
As Ioh{a}n þe appostel in termeȝ tyȝte;
Þe hyȝe godeȝ self hit set vpone.
A reu{er} of þe trone þer ran out-ryȝte
Watȝ bryȝter þen boþe þe su{n}ne & mone.
God was the church; Christ the sacrifice. The gates were
ever open.]
Su{n}ne ne mone schon neu{er} so swete;
A! þat foysou{n} flode out of þat flet,
Swyþe hit swange þurȝ vch a strete,
W{i}t{h}-outen fylþe oþ{er} galle oþ{er} glet.
Kyrk þer-i{n}ne watȝ non ȝete,",0.0,046b1106d9da06fc,128,527,14,2.765625,0.0,0.03415559772296015,9.142857142857142,-2.0385344097316342,2.0385344097316342
d_gutenberg_accessible_0036,gutenberg_poetry_accessible_v0,30282,"Þys moteleȝ meyny þ{o}u coneȝ of mele,
Of þousandeȝ þryȝt so gret a route,
A gret cete, for ȝe arn fele,
Yow by-hod haue w{i}t{h}-outen doute;
So cu{m}ly a pakke of Ioly Iuele,
Wer euel don schulde lyȝ þ{er}-oute;
& by þyse bonkeȝ þer I con gele
& I se no bygy{n}g nawhere aboute,
I trowe al-one ȝe lenge & loute,
To loke on þe glory of þys g{ra}c[i]o{us} gote;
If þ{o}u hatȝ oþer lygy{n}geȝ stoute,
Now tech me to þat myry mote.",0.0,5482f8f619f6bd56,102,429,12,2.784313725490196,0.0,0.037296037296037296,8.5,-2.038611682435212,2.038611682435212
d_gutenberg_accessible_0037,gutenberg_poetry_accessible_v0,16059,"Yo me llàmo Bartòlo, ¡litòn!
Litòque, vitòque, y èlla Catànla.
--En la càlle del Sòrdo, ¡litòn!
Que vìve mi mòzo,
Pues á cuànto le pìdo, ¡litòn!
Litòque, vitòque, que sièmpre está sòrdo.
(Quiñones de Benavente, _Entremeses, bailes, loas y
sainetes_, quoted by Milá y Fontanals, _Obras completas_,
page lxxii
Calderón used it in the _Viña del Señor_:
Á la vìña, á la vìña, zagàles;
Zagàles, venìd, venìd á la vìña.
Á la vìña, á la vìña, zagàles,",0.0,7db34ba2823e0cf8,103,444,13,2.7281553398058254,0.0,0.06981981981981981,7.923076923076923,-2.0516560698114095,2.0516560698114095
d_gutenberg_accessible_0038,gutenberg_poetry_accessible_v0,30282,"In sou{n}ande noteȝ a gentyl carpe,
Ful fayre þe modeȝ þay fonge i{n} fere
Ryȝt byfore godeȝ chayere,
& þe fowre besteȝ þat hy{m} obes,
& þe alder-men so sadde of chere,
Her songe þay songen neu{er} þe les;
Nowþe-lese non watȝ neu{er} so quoy{n}t,
For alle þe crafteȝ þat eu{er} þay knewe.
Þat of þat songe myȝt sy{n}ge a poy{n}t,
Bot þat meyny þe lombe þay swe,
For þay arn boȝt fro þe vrþe aloynte.
As newe fryt to god ful due
& to þe gentyl lombe hit arn amoy{n}t,",0.0,9b7139e272a54abf,110,467,13,2.8363636363636364,0.0,0.027837259100642397,8.461538461538462,-2.054975217501984,2.054975217501984
d_gutenberg_accessible_0039,gutenberg_poetry_accessible_v0,30282,"Þe{n}n con dryȝttyn hym dele dryȝly þyse wordeȝ:
“Now Noe,” q{uod} oure lorde, “art þ{o}u al redy?
Hatȝ þ{o}u closed þy kyst w{i}t{h} clay alle aboute?”
“Ȝe lorde w{i}t{h} þy leue,” sayde þe lede þe{n}ne,
“Al is wroȝt at þi worde, as þ{o}u me wyt lanteȝ.”
that he will send a rain to destroy all flesh.]
Þy þre su{n}eȝ w{i}t{h}-outen þrep & her þre wyueȝ;",0.0,43a1944761e812c1,87,355,7,2.528735632183908,0.011494252873563218,0.03380281690140845,12.428571428571429,-2.062531742177201,2.062531742177201
d_gutenberg_accessible_0040,gutenberg_poetry_accessible_v0,30282,"Þe water is baptem þe soþe to telle;
Þat folȝed þe glayue so gry{m}ly grou{n}de,
Þat wascheȝ away þe gylteȝ felle,
Þat adam wyth i{n}ne deth v{us} drou{n}de.
Now is þ{er} noȝt i{n} þe worlde rou{n}de
Bytwene v{us} & blysse bot þat he w{i}t{h}-droȝ
& þat is restored i{n} sely stou{n}de,
& þe grace of god is gret i{n}-nogh.
affliction. The guilty may be saved by contrition.]
Grace i{n}-nogh þe mon may haue,",0.0,6f7c70489579b59d,97,408,10,2.7938144329896906,0.0,0.029411764705882353,9.7,-2.065493632504548,2.065493632504548
d_gutenberg_accessible_0041,gutenberg_poetry_accessible_v0,30282,"Bot þenkkeȝ on hit be þrefte what þynk so ȝe make,
For wyth no so{ur} ne no salt serueȝ hy{m} neu{er}.
Bot ȝet I wene þat þe wyf hit wroth to dyspyt,
& sayde softely to hir self “þis vn-sau{er}e hyne
Loueȝ no salt i{n} her sauce ȝet hit no skyl were
Þat oþ{er} burne be boute þaȝ boþe be nyse.”
Þe{n}ne ho sau{er}eȝ w{i}t{h} salt her seueȝ vchone",0.0,032b126af7be8f3c,84,346,7,2.738095238095238,0.0,0.014450867052023121,12.0,-2.065568400770713,2.065568400770713
d_gutenberg_accessible_0042,gutenberg_poetry_accessible_v0,30282,"How þay wyth lyf wern laste & lade,
Þe{n} saȝ I þer my lyttel quene,
Þat I wende had standen by me i{n} sclade;
Lorde! much of mirþe watȝ þat ho made,
Amo{n}g her fereȝ þat watȝ so quyt!
Þat syȝt me gart to þenk to wade,
For luf longy{n}g i{n} gret delyt.
My maneȝ mynde to maddy{n}g malte;
Quen I seȝ my frely I wolde be þere,
Byȝonde þe water, þaȝ ho were walte,
I þoȝt þat no þy{n}g myȝt me dere
To fech me bur & take me halte;
& to start in þe strem schulde non me stere,
To swy{m}me þe remnau{n}t, þaȝ I þer swalte,",0.0,b772960f74fd3951,126,520,14,2.7301587301587302,0.007936507936507936,0.03076923076923077,9.0,-2.066141636141636,2.066141636141636
d_gutenberg_accessible_0043,gutenberg_poetry_accessible_v0,30282,"In bluber of þe blo flod bursten her ores,
Þe{n}ne hade þay noȝt i{n} her honde þat hem help myȝt;
Þe{n}ne nas no cou{m}fort to keu{er}, ne cou{n}sel non oþer,
Bot ionas i{n}-to his Iuis Iugge bylyue.
Fyrst þay prayen to þe prynce þ{a}t p{ro}phetes seruen,
Þat he gef hem þe g{ra}ce to greuen hy{m} neu{er},
Þat þay i{n} baleleȝ blod þer blenden her handeȝ,
Þaȝ þat haþel wer his, þ{a}t þay here quelled.
Tyd by top & bi to þay token hy{m} sy{n}ne,
I{n}-to þat lodlych loȝe þay luche hy{m} sone;
He watȝ no tytter out-tulde þat tempest ne sessed,
Þe se saȝtled þ{er}-w{i}t{h}, as sone as ho moȝt.
Þe{n}ne þaȝ her takel were torne, þ{a}t tot{er}ed on yþeȝ,
Styffe stremes & streȝt hem strayned a whyle,",0.0,a02f0cc1bf202f9f,172,701,14,2.6802325581395348,0.0,0.03138373751783167,12.285714285714286,-2.067501694304766,2.067501694304766
